0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.799999999999998990e-02,1.129799999999999915e+00,6.999999999999999556e-01,6.999999999999999556e-01
9.799999999999998990e-02,6.999999999999999556e-01,-6.019999999999999796e-01,6.999999999999999556e-01
1.117199999999999860e-01,7.979999999999999316e-01,-6.019999999999999796e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,6.999999999999999556e-01
0.000000000000000000e+00,6.999999999999999556e-01,-6.019999999999999796e-01,6.999999999999999556e-01
0.000000000000000000e+00,7.979999999999999316e-01,-6.019999999999999796e-01,8.117199999999998861e-01
1.117199999999999860e-01,7.979999999999999316e-01,-5.863591999999999693e-01,6.999999999999999556e-01
1.117199999999999860e-01,7.979999999999999316e-01,-6.019999999999999796e-01,6.999999999999999556e-01
0.000000000000000000e+00,0.000000000000000000e+00,-5.882800000000000251e-01,6.999999999999999556e-01
9.799999999999998990e-02,6.999999999999999556e-01,-6.019999999999999796e-01,6.999999999999999556e-01
0.000000000000000000e+00,7.979999999999999316e-01,-6.019999999999999796e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-6.999999999999999556e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.979999999999999316e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.019999999999999796e-01,1.118236000000000008e+00,9.799999999999998990e-02,6.999999999999999556e-01
-6.019999999999999796e-01,7.979999999999999316e-01,-6.019999999999999796e-01,6.999999999999999556e-01
-5.882800000000000251e-01,6.999999999999999556e-01,-6.019999999999999796e-01,6.999999999999999556e-01
-6.999999999999999556e-01,6.999999999999999556e-01,-6.019999999999999796e-01,7.979999999999999316e-01
-6.019999999999999796e-01,0.000000000000000000e+00,-5.882800000000000251e-01,6.999999999999999556e-01
-6.999999999999999556e-01,0.000000000000000000e+00,-6.019999999999999796e-01,6.999999999999999556e-01
-6.999999999999999556e-01,0.000000000000000000e+00,-6.019999999999999796e-01,6.999999999999999556e-01
-5.882800000000000251e-01,6.999999999999999556e-01,-6.019999999999999796e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.019999999999999796e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01
-6.999999999999999556e-01,6.999999999999999556e-01,-6.019999999999999796e-01,6.999999999999999556e-01
0.000000000000000000e+00,0.000000000000000000e+00,-6.019999999999999796e-01,6.999999999999999556e-01
0.000000000000000000e+00,6.999999999999999556e-01,-6.019999999999999796e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01
0.000000000000000000e+00,0.000000000000000000e+00,-6.999999999999999556e-01,6.999999999999999556e-01
-6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.979999999999999316e-01
-6.999999999999999556e-01,8.117199999999998861e-01,-6.999999999999999556e-01,6.999999999999999556e-01
-6.999999999999999556e-01,6.999999999999999556e-01,-6.019999999999999796e-01,9.799999999999998990e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.019999999999999796e-01,6.999999999999999556e-01,1.117199999999999860e-01,1.154529711999999986e+00
-6.019999999999999796e-01,1.155094191999999964e+00,-5.882800000000000251e-01,6.999999999999999556e-01
-6.019999999999999796e-01,0.000000000000000000e+00,-6.019999999999999796e-01,6.999999999999999556e-01
-6.999999999999999556e-01,6.999999999999999556e-01,0.000000000000000000e+00,6.999999999999999556e-01
0.000000000000000000e+00,0.000000000000000000e+00,-6.019999999999999796e-01,0.000000000000000000e+00
